file_path,file_name,buggy_line_no,file_last_modified,buggy_class_name,buggy_method_name,short_description,method_param_list,file_size,depth,indentation,number_of_classes,method_no_in_buggy_class,method_no_in_file,number_of_line_with_comment,buggy_method_starting_line,buggy_method_ending_line,buggy_method_length_with_comment,buggy_class_start_line_with_comment,buggy_class_end_line_with_comment,buggy_class_length_with_comment,buggy_method_type_id,buggy_method_param_number,buggy_method_start_line_without_comment,buggy_method_end_line_without_comment,buggy_class_start_line_without_comment,buggy_class_end_line_without_comment,buggy_method_length_without_comment,buggy_class_length_without_comment,buggy_file_length_without_comment,cwe_id,Average_Operation_Complexity,Weighted_Method_Complexity,Essential_Cyclomatic_Complexity,Design_Complexity,Cyclomatic_Complexity,Coupling_Between_Objects,Depth_Of_Inheritance_Tree,Lack_Of_Cohesion_Of_Methods,Number_Of_Children,Response_For_Class,Chidamber_Weighted_Method_Complexity,tp,label
java/org/owasp/benchmark/testcode/BenchmarkTest00601.java,BenchmarkTest00601.java,74,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00601,doPost,This use of Statement.addBatch(...) can be vulnerable to SQL injection,[HttpServletRequest request# HttpServletResponse response],2871,5,12,1,2,2,88,40,86,46,30,88,58,0,2,10,45,2,46,35,44,46,89,4,8,2,7,10,2,3,1,0,15,8,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00602.java,BenchmarkTest00602.java,78,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00602,doPost,This use of Statement.execute(...) can be vulnerable to SQL injection,[HttpServletRequest request# HttpServletResponse response],2989,5,12,1,2,2,91,40,89,49,30,91,61,0,2,10,50,2,51,40,49,51,89,4,8,2,8,10,2,3,1,0,18,8,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00603.java,BenchmarkTest00603.java,69,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00603,doPost,This use of Statement.execute(...) can be vulnerable to SQL injection,[HttpServletRequest request# HttpServletResponse response],2845,5,12,1,2,2,82,40,80,40,30,82,52,0,2,10,43,2,44,33,42,44,89,3.5,7,2,7,9,4,3,1,0,16,7,1,0
java/org/owasp/benchmark/testcode/BenchmarkTest00604.java,BenchmarkTest00604.java,72,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00604,doPost,This use of Statement.executeQuery(...) can be vulnerable to SQL injection,[HttpServletRequest request# HttpServletResponse response],2873,5,12,1,2,2,85,40,83,43,30,85,55,0,2,10,45,2,46,35,44,46,89,4,8,2,8,10,2,3,1,0,18,8,1,0
java/org/owasp/benchmark/testcode/BenchmarkTest00605.java,BenchmarkTest00605.java,74,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00605,doPost,This use of Statement.executeUpdate(...) can be vulnerable to SQL injection,[HttpServletRequest request# HttpServletResponse response],2845,5,12,1,2,2,87,40,85,45,30,87,57,0,2,10,44,2,45,34,43,45,89,4,8,2,7,10,2,3,1,0,14,8,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00605.java,BenchmarkTest00605.java,74,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00605,doPost,Dead store to count in org.owasp.benchmark.testcode.BenchmarkTest00605.doPost(HttpServletRequest; HttpServletResponse),[HttpServletRequest request# HttpServletResponse response],2845,5,12,1,2,2,87,40,85,45,30,87,57,0,2,10,44,2,45,34,43,45,563,4,8,2,7,10,2,3,1,0,14,8,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00605.java,BenchmarkTest00605.java,74,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00605,doPost,Dead store to count in org.owasp.benchmark.testcode.BenchmarkTest00605.doPost(HttpServletRequest; HttpServletResponse),[HttpServletRequest request# HttpServletResponse response],2845,5,12,1,2,2,87,40,85,45,30,87,57,0,2,10,44,2,45,34,43,45,563,4,8,2,7,10,2,3,1,0,14,8,1,0
java/org/owasp/benchmark/testcode/BenchmarkTest00606.java,BenchmarkTest00606.java,74,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00606,doPost,This use of Statement.executeUpdate(...) can be vulnerable to SQL injection,[HttpServletRequest request# HttpServletResponse response],2861,5,12,1,2,2,87,40,85,45,30,87,57,0,2,10,48,2,49,38,47,49,89,4,8,2,7,10,2,3,1,0,14,8,1,0
java/org/owasp/benchmark/testcode/BenchmarkTest00606.java,BenchmarkTest00606.java,74,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00606,doPost,Dead store to count in org.owasp.benchmark.testcode.BenchmarkTest00606.doPost(HttpServletRequest; HttpServletResponse),[HttpServletRequest request# HttpServletResponse response],2861,5,12,1,2,2,87,40,85,45,30,87,57,0,2,10,48,2,49,38,47,49,563,4,8,2,7,10,2,3,1,0,14,8,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00606.java,BenchmarkTest00606.java,74,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00606,doPost,Dead store to count in org.owasp.benchmark.testcode.BenchmarkTest00606.doPost(HttpServletRequest; HttpServletResponse),[HttpServletRequest request# HttpServletResponse response],2861,5,12,1,2,2,87,40,85,45,30,87,57,0,2,10,48,2,49,38,47,49,563,4,8,2,7,10,2,3,1,0,14,8,1,0
java/org/owasp/benchmark/testcode/BenchmarkTest00607.java,BenchmarkTest00607.java,81,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00607,doPost,This use of XPath.evaluate(...) can be vulnerable to XPath Injection,[HttpServletRequest request# HttpServletResponse response],3606,5,0,1,2,2,95,40,93,53,30,95,65,0,2,10,48,2,49,38,47,49,643,3,6,1,8,10,4,3,1,0,26,6,1,0
java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,BenchmarkTest00608.java,72,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00608,doPost,The cipher does not provide data integrity,[HttpServletRequest request# HttpServletResponse response],6025,5,12,1,2,2,147,40,145,105,30,147,117,0,2,10,79,2,80,69,78,80,353,3.5,7,3,11,12,2,3,1,0,34,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,BenchmarkTest00608.java,72,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00608,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],6025,5,12,1,2,2,147,40,145,105,30,147,117,0,2,10,79,2,80,69,78,80,326,3.5,7,3,11,12,2,3,1,0,34,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,BenchmarkTest00608.java,75,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00608,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],6025,5,12,1,2,2,147,40,145,105,30,147,117,0,2,10,79,2,80,69,78,80,326,3.5,7,3,11,12,2,3,1,0,34,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,BenchmarkTest00608.java,76,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00608,doPost,The initialization vector (IV) is not properly generated,[HttpServletRequest request# HttpServletResponse response],6025,5,12,1,2,2,147,40,145,105,30,147,117,0,2,10,79,2,80,69,78,80,329,3.5,7,3,11,12,2,3,1,0,34,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,BenchmarkTest00608.java,96,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00608,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],6025,5,12,1,2,2,147,40,145,105,30,147,117,0,2,10,79,2,80,69,78,80,22,3.5,7,3,11,12,2,3,1,0,34,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,BenchmarkTest00608.java,101,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00608,doPost,This use of PrintWriter.println(...) could be vulnerable to XSS,[HttpServletRequest request# HttpServletResponse response],6025,5,12,1,2,2,147,40,145,105,30,147,117,0,2,10,79,2,80,69,78,80,79,3.5,7,3,11,12,2,3,1,0,34,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,BenchmarkTest00609.java,63,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00609,doPost,The cipher does not provide data integrity,[HttpServletRequest request# HttpServletResponse response],5853,5,12,1,2,2,138,40,136,96,30,138,108,0,2,10,72,2,73,62,71,73,353,3,6,3,10,11,4,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,BenchmarkTest00609.java,63,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00609,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],5853,5,12,1,2,2,138,40,136,96,30,138,108,0,2,10,72,2,73,62,71,73,326,3,6,3,10,11,4,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,BenchmarkTest00609.java,66,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00609,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],5853,5,12,1,2,2,138,40,136,96,30,138,108,0,2,10,72,2,73,62,71,73,326,3,6,3,10,11,4,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,BenchmarkTest00609.java,67,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00609,doPost,The initialization vector (IV) is not properly generated,[HttpServletRequest request# HttpServletResponse response],5853,5,12,1,2,2,138,40,136,96,30,138,108,0,2,10,72,2,73,62,71,73,329,3,6,3,10,11,4,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,BenchmarkTest00609.java,87,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00609,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],5853,5,12,1,2,2,138,40,136,96,30,138,108,0,2,10,72,2,73,62,71,73,22,3,6,3,10,11,4,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,BenchmarkTest00609.java,92,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00609,doPost,This use of PrintWriter.println(...) could be vulnerable to XSS,[HttpServletRequest request# HttpServletResponse response],5853,5,12,1,2,2,138,40,136,96,30,138,108,0,2,10,72,2,73,62,71,73,79,3,6,3,10,11,4,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,BenchmarkTest00610.java,59,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00610,doPost,Dead store to f51289 in org.owasp.benchmark.testcode.BenchmarkTest00610.doPost(HttpServletRequest; HttpServletResponse),[HttpServletRequest request# HttpServletResponse response],6851,5,8,1,2,2,151,40,149,109,30,151,121,0,2,10,83,2,84,73,82,84,563,3,6,3,10,11,4,3,1,0,45,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,BenchmarkTest00610.java,59,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00610,doPost,Dead store to f51289 in org.owasp.benchmark.testcode.BenchmarkTest00610.doPost(HttpServletRequest; HttpServletResponse),[HttpServletRequest request# HttpServletResponse response],6851,5,8,1,2,2,151,40,149,109,30,151,121,0,2,10,83,2,84,73,82,84,563,3,6,3,10,11,4,3,1,0,45,6,1,0
java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,BenchmarkTest00610.java,76,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00610,doPost,The cipher does not provide data integrity,[HttpServletRequest request# HttpServletResponse response],6851,5,12,1,2,2,151,40,149,109,30,151,121,0,2,10,83,2,84,73,82,84,353,3,6,3,10,11,4,3,1,0,45,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,BenchmarkTest00610.java,76,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00610,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],6851,5,12,1,2,2,151,40,149,109,30,151,121,0,2,10,83,2,84,73,82,84,326,3,6,3,10,11,4,3,1,0,45,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,BenchmarkTest00610.java,79,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00610,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],6851,5,12,1,2,2,151,40,149,109,30,151,121,0,2,10,83,2,84,73,82,84,326,3,6,3,10,11,4,3,1,0,45,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,BenchmarkTest00610.java,80,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00610,doPost,The initialization vector (IV) is not properly generated,[HttpServletRequest request# HttpServletResponse response],6851,5,12,1,2,2,151,40,149,109,30,151,121,0,2,10,83,2,84,73,82,84,329,3,6,3,10,11,4,3,1,0,45,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,BenchmarkTest00610.java,100,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00610,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],6851,5,12,1,2,2,151,40,149,109,30,151,121,0,2,10,83,2,84,73,82,84,22,3,6,3,10,11,4,3,1,0,45,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,BenchmarkTest00610.java,105,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00610,doPost,This use of PrintWriter.println(...) could be vulnerable to XSS,[HttpServletRequest request# HttpServletResponse response],6851,5,12,1,2,2,151,40,149,109,30,151,121,0,2,10,83,2,84,73,82,84,79,3,6,3,10,11,4,3,1,0,45,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,BenchmarkTest00611.java,68,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00611,doPost,The cipher does not provide data integrity,[HttpServletRequest request# HttpServletResponse response],5880,5,12,1,2,2,143,40,141,101,30,143,113,0,2,10,73,2,74,63,72,74,353,3.5,7,3,10,12,2,3,1,0,30,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,BenchmarkTest00611.java,68,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00611,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],5880,5,12,1,2,2,143,40,141,101,30,143,113,0,2,10,73,2,74,63,72,74,326,3.5,7,3,10,12,2,3,1,0,30,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,BenchmarkTest00611.java,71,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00611,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],5880,5,12,1,2,2,143,40,141,101,30,143,113,0,2,10,73,2,74,63,72,74,326,3.5,7,3,10,12,2,3,1,0,30,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,BenchmarkTest00611.java,72,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00611,doPost,The initialization vector (IV) is not properly generated,[HttpServletRequest request# HttpServletResponse response],5880,5,12,1,2,2,143,40,141,101,30,143,113,0,2,10,73,2,74,63,72,74,329,3.5,7,3,10,12,2,3,1,0,30,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,BenchmarkTest00611.java,92,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00611,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],5880,5,12,1,2,2,143,40,141,101,30,143,113,0,2,10,73,2,74,63,72,74,22,3.5,7,3,10,12,2,3,1,0,30,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,BenchmarkTest00611.java,97,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00611,doPost,This use of PrintWriter.println(...) could be vulnerable to XSS,[HttpServletRequest request# HttpServletResponse response],5880,5,12,1,2,2,143,40,141,101,30,143,113,0,2,10,73,2,74,63,72,74,79,3.5,7,3,10,12,2,3,1,0,30,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00614.java,BenchmarkTest00614.java,72,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00614,doPost,The cipher does not provide data integrity,[HttpServletRequest request# HttpServletResponse response],5914,5,12,1,2,2,148,40,146,106,30,148,118,0,2,10,79,2,80,69,78,80,353,3.5,7,3,11,12,2,3,1,0,33,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00614.java,BenchmarkTest00614.java,72,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00614,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],5914,5,12,1,2,2,148,40,146,106,30,148,118,0,2,10,79,2,80,69,78,80,326,3.5,7,3,11,12,2,3,1,0,33,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00614.java,BenchmarkTest00614.java,75,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00614,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],5914,5,12,1,2,2,148,40,146,106,30,148,118,0,2,10,79,2,80,69,78,80,326,3.5,7,3,11,12,2,3,1,0,33,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00614.java,BenchmarkTest00614.java,76,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00614,doPost,The initialization vector (IV) is not properly generated,[HttpServletRequest request# HttpServletResponse response],5914,5,12,1,2,2,148,40,146,106,30,148,118,0,2,10,79,2,80,69,78,80,329,3.5,7,3,11,12,2,3,1,0,33,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00614.java,BenchmarkTest00614.java,96,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00614,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],5914,5,12,1,2,2,148,40,146,106,30,148,118,0,2,10,79,2,80,69,78,80,22,3.5,7,3,11,12,2,3,1,0,33,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00614.java,BenchmarkTest00614.java,101,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00614,doPost,This use of PrintWriter.println(...) could be vulnerable to XSS,[HttpServletRequest request# HttpServletResponse response],5914,5,12,1,2,2,148,40,146,106,30,148,118,0,2,10,79,2,80,69,78,80,79,3.5,7,3,11,12,2,3,1,0,33,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00615.java,BenchmarkTest00615.java,68,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00615,doPost,The cipher does not provide data integrity,[HttpServletRequest request# HttpServletResponse response],6043,5,12,1,2,2,144,40,142,102,30,144,114,0,2,10,77,2,78,67,76,78,353,3,6,3,10,11,2,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00615.java,BenchmarkTest00615.java,68,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00615,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],6043,5,12,1,2,2,144,40,142,102,30,144,114,0,2,10,77,2,78,67,76,78,326,3,6,3,10,11,2,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00615.java,BenchmarkTest00615.java,71,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00615,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],6043,5,12,1,2,2,144,40,142,102,30,144,114,0,2,10,77,2,78,67,76,78,326,3,6,3,10,11,2,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00615.java,BenchmarkTest00615.java,72,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00615,doPost,The initialization vector (IV) is not properly generated,[HttpServletRequest request# HttpServletResponse response],6043,5,12,1,2,2,144,40,142,102,30,144,114,0,2,10,77,2,78,67,76,78,329,3,6,3,10,11,2,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00615.java,BenchmarkTest00615.java,92,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00615,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],6043,5,12,1,2,2,144,40,142,102,30,144,114,0,2,10,77,2,78,67,76,78,22,3,6,3,10,11,2,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00615.java,BenchmarkTest00615.java,97,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00615,doPost,This use of PrintWriter.println(...) could be vulnerable to XSS,[HttpServletRequest request# HttpServletResponse response],6043,5,12,1,2,2,144,40,142,102,30,144,114,0,2,10,77,2,78,67,76,78,79,3,6,3,10,11,2,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00616.java,BenchmarkTest00616.java,58,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00616,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],5053,5,12,1,2,2,125,40,123,83,30,125,95,0,2,10,67,2,68,57,66,68,326,3,6,3,9,10,2,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00616.java,BenchmarkTest00616.java,78,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00616,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],5053,5,12,1,2,2,125,40,123,83,30,125,95,0,2,10,67,2,68,57,66,68,22,3,6,3,9,10,2,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00616.java,BenchmarkTest00616.java,83,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00616,doPost,This use of PrintWriter.println(...) could be vulnerable to XSS,[HttpServletRequest request# HttpServletResponse response],5053,5,12,1,2,2,125,40,123,83,30,125,95,0,2,10,67,2,68,57,66,68,79,3,6,3,9,10,2,3,1,0,32,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00617.java,BenchmarkTest00617.java,59,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00617,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],5098,5,12,1,2,2,126,40,124,84,30,126,96,0,2,10,68,2,69,58,67,69,326,3,6,3,9,10,2,3,1,0,35,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00617.java,BenchmarkTest00617.java,79,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00617,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],5098,5,12,1,2,2,126,40,124,84,30,126,96,0,2,10,68,2,69,58,67,69,22,3,6,3,9,10,2,3,1,0,35,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00617.java,BenchmarkTest00617.java,84,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00617,doPost,This use of PrintWriter.println(...) could be vulnerable to XSS,[HttpServletRequest request# HttpServletResponse response],5098,5,12,1,2,2,126,40,124,84,30,126,96,0,2,10,68,2,69,58,67,69,79,3,6,3,9,10,2,3,1,0,35,6,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00618.java,BenchmarkTest00618.java,74,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00618,doPost,DES/DESede should be replaced with AES,[HttpServletRequest request# HttpServletResponse response],6095,5,12,1,2,2,149,40,147,107,30,149,119,0,2,10,73,2,74,63,72,74,326,3.5,7,3,9,11,2,3,1,0,32,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00618.java,BenchmarkTest00618.java,96,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00618,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],6095,5,12,1,2,2,149,40,147,107,30,149,119,0,2,10,73,2,74,63,72,74,22,3.5,7,3,9,11,2,3,1,0,32,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00618.java,BenchmarkTest00618.java,101,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00618,doPost,This use of PrintWriter.println(...) could be vulnerable to XSS,[HttpServletRequest request# HttpServletResponse response],6095,5,12,1,2,2,149,40,147,107,30,149,119,0,2,10,73,2,74,63,72,74,79,3.5,7,3,9,11,2,3,1,0,32,7,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00619.java,BenchmarkTest00619.java,61,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00619,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],2576,5,8,1,2,2,74,40,72,32,30,74,44,0,2,10,33,2,34,23,32,34,22,2.5,5,1,3,4,2,3,1,0,17,5,1,0
java/org/owasp/benchmark/testcode/BenchmarkTest00620.java,BenchmarkTest00620.java,61,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00620,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],2590,5,8,1,2,2,74,40,72,32,30,74,44,0,2,10,33,2,34,23,32,34,22,2.5,5,1,3,4,2,3,1,0,17,5,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00621.java,BenchmarkTest00621.java,59,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00621,doPost,Dead store to f28566 in org.owasp.benchmark.testcode.BenchmarkTest00621.doPost(HttpServletRequest; HttpServletResponse),[HttpServletRequest request# HttpServletResponse response],3402,5,8,1,2,2,78,40,76,36,30,78,48,0,2,10,37,2,38,27,36,38,563,2,4,1,2,3,4,3,1,0,30,4,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00621.java,BenchmarkTest00621.java,59,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00621,doPost,Dead store to f28566 in org.owasp.benchmark.testcode.BenchmarkTest00621.doPost(HttpServletRequest; HttpServletResponse),[HttpServletRequest request# HttpServletResponse response],3402,5,8,1,2,2,78,40,76,36,30,78,48,0,2,10,37,2,38,27,36,38,563,2,4,1,2,3,4,3,1,0,30,4,1,0
java/org/owasp/benchmark/testcode/BenchmarkTest00621.java,BenchmarkTest00621.java,65,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00621,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],3402,5,8,1,2,2,78,40,76,36,30,78,48,0,2,10,37,2,38,27,36,38,22,2,4,1,2,3,4,3,1,0,30,4,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00622.java,BenchmarkTest00622.java,70,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00622,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],2714,5,8,1,2,2,83,40,81,41,30,83,53,0,2,10,42,2,43,32,41,43,22,4,8,2,3,7,2,3,1,0,13,8,0,1
java/org/owasp/benchmark/testcode/BenchmarkTest00623.java,BenchmarkTest00623.java,55,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00623,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],2402,5,8,1,2,2,68,40,66,26,30,68,38,0,2,10,28,2,29,18,27,29,22,2.5,5,1,3,4,1,3,1,0,16,5,1,0
java/org/owasp/benchmark/testcode/BenchmarkTest00624.java,BenchmarkTest00624.java,58,9/7/2019 8:26,org.owasp.benchmark.testcode.BenchmarkTest00624,doPost,File(...) reads a file whose location might be specified by user input,[HttpServletRequest request# HttpServletResponse response],2681,5,12,1,2,2,78,40,76,36,30,78,48,0,2,10,36,2,37,26,35,37,22,2,4,1,3,5,4,3,1,0,15,4,1,0
